kind,.pred_AI,.pred_class,detector,native,name,model,document_id,prompt
AI,1.47E-05,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,607,Elevate using technical
AI,0.015551611,Human,HFOpenAI,NA,Fake College Essays - GPT3,GPT3,211,Plain
AI,0.999857337,AI,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,457,Enhance like native
Human,0.061819989,Human,Crossplag,No,Real TOEFL,Human,459,NA
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,685,Elevate using technical
AI,1,AI,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,510,Plain
Human,0.00017935,Human,Quil,Yes,US 8th grade essay,Human,184,NA
AI,0.041810926,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,606,Elevate using technical
Human,0.000168627,Human,Crossplag,Yes,US 8th grade essay,Human,227,NA
AI,0.000597904,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,437,Elevate using technical
AI,0.000415589,Human,HFOpenAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,205,Elevate using literary
AI,0.008099907,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,589,Plain
Human,6.04E-16,Human,GPTZero,Yes,Real CS224N,Human,803,NA
AI,0.354043782,Human,Quil,NA,Fake CS224N - GPT3,GPT3,13,Plain
Human,0.840609252,AI,Crossplag,No,Real TOEFL,Human,899,NA
AI,0.875,AI,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,573,Plain
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,655,Elevate using technical
AI,0.00720171,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,440,Enhance like native
AI,0.000460785,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,239,Enhance like native
Human,0.000203606,Human,HFOpenAI,Yes,Real CS224N,Human,780,NA
AI,0.086252384,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,408,Plain
Human,0.125,Human,ZeroGPT,Yes,Real College Essays,Human,46,NA
AI,0.981622457,AI,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,406,Simplify like non-native
AI,0.21477896,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,602,Elevate using technical
Human,0.936703384,AI,Crossplag,Yes,US 8th grade essay,Human,86,NA
Human,0.001083149,Human,GPTZero,Yes,Real CS224N,Human,855,NA
AI,0.000208199,Human,Quil,NA,Fake CS224N - GPT3,GPT3,20,Plain
Human,0.998237014,AI,OriginalityAI,No,Real TOEFL,Human,324,NA
AI,0.000100059,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,502,Elevate using technical
AI,5.78E-09,Human,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,154,Simplify like non-native
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,848,NA
AI,0.413639337,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,726,Elevate using technical
AI,0,Human,ZeroGPT,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,507,Elevate using literary
Human,2.34E-20,Human,GPTZero,Yes,US 8th grade essay,Human,135,NA
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,94,NA
AI,0.005388494,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,40,Plain
AI,1.25E-06,Human,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,140,Simplify like non-native
Human,0.000169873,Human,Quil,Yes,Real College Essays,Human,347,NA
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,523,Elevate using technical
AI,0.111870468,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,582,Elevate using technical
AI,0.000100059,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,722,Elevate using technical
AI,0.97478354,AI,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,574,Plain
AI,5.45E-07,Human,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,179,Simplify like non-native
AI,0.962510228,AI,Quil,NA,Fake CS224N - GPT3,GPT3,563,Plain
Human,0.006575291,Human,HFOpenAI,Yes,Real CS224N,Human,873,NA
AI,0.000189995,Human,Crossplag,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,5,Elevate using literary
AI,0.987744987,AI,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,551,Elevate using technical
AI,0.105757409,Human,GPTZero,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,205,Elevate using literary
AI,0.027028143,Human,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,585,Plain
AI,0.470310509,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,457,Enhance like native
AI,0.000172019,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,702,Elevate using technical
AI,0.003833239,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,52,Enhance like native
Human,0.000802788,Human,Crossplag,Yes,Real CS224N,Human,790,NA
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,739,NA
AI,0.032568973,Human,HFOpenAI,NA,Fake College Essays - GPT3,GPT3,906,Plain
AI,0.010803054,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,476,Enhance like native
AI,0.000882068,Human,OriginalityAI,NA,Fake College Essays - GPT3,GPT3,423,Plain
Human,0.784001231,AI,Quil,No,Real TOEFL,Human,338,NA
AI,0.5,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,682,Elevate using technical
Human,0.875090539,AI,HFOpenAI,Yes,US 8th grade essay,Human,241,NA
AI,0.008723986,Human,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,12,Plain
Human,0.000211804,Human,Crossplag,Yes,Real CS224N,Human,811,NA
Human,4.78E-39,Human,GPTZero,Yes,Real College Essays,Human,45,NA
Human,3.00E-07,Human,GPTZero,Yes,Real CS224N,Human,839,NA
Human,0.000169907,Human,Crossplag,Yes,US 8th grade essay,Human,176,NA
Human,0.795514108,AI,GPTZero,No,Real TOEFL,Human,324,NA
Human,6.19E-07,Human,Sapling,Yes,US 8th grade essay,Human,99,NA
AI,0.991134286,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,605,Plain
AI,0.000224396,Human,Crossplag,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,63,Elevate using literary
Human,1.37E-18,Human,GPTZero,Yes,US 8th grade essay,Human,252,NA
AI,0.000100059,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,40,Plain
Human,0.000235886,Human,HFOpenAI,Yes,Real CS224N,Human,800,NA
AI,0.951269269,AI,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,427,Simplify like non-native
AI,0.000319004,Human,Quil,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,66,Elevate using literary
AI,0.116017703,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,408,Plain
AI,0.000174357,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,20,Plain
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,387,Plain
Human,0.000554993,Human,OriginalityAI,Yes,Real CS224N,Human,852,NA
AI,0.002279298,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,652,Elevate using technical
Human,0.030829102,Human,OriginalityAI,Yes,Real CS224N,Human,766,NA
Human,0.980955064,AI,Quil,No,Real TOEFL,Human,300,NA
Human,0.006928716,Human,HFOpenAI,Yes,US 8th grade essay,Human,151,NA
AI,0.112376764,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,618,Elevate using technical
Human,0.000235337,Human,Crossplag,Yes,Real College Essays,Human,470,NA
AI,0,Human,ZeroGPT,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,474,Elevate using literary
AI,0.996001454,AI,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,326,Enhance like native
Human,1,AI,ZeroGPT,No,Real TOEFL,Human,264,NA
AI,0.9839,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,231,Simplify like non-native
AI,0.013701278,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,569,Plain
Human,0.001854075,Human,Crossplag,Yes,US 8th grade essay,Human,99,NA
Human,0.655275762,AI,HFOpenAI,Yes,US 8th grade essay,Human,173,NA
Human,0.000100059,Human,GPTZero,Yes,Real CS224N,Human,870,NA
AI,0.000170577,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,244,Enhance like native
Human,0.987017214,AI,OriginalityAI,No,Real TOEFL,Human,246,NA
AI,0.75,AI,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,579,Plain
AI,1.47E-05,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,311,Enhance like native
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,759,NA
AI,0.000100059,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,677,Elevate using technical
AI,0.887165174,AI,GPTZero,NA,Fake CS224N - GPT3,GPT3,462,Plain
AI,0,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,78,Enhance like native
Human,7.00E-04,Human,OriginalityAI,Yes,US 8th grade essay,Human,472,NA
AI,0.000169158,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,279,Enhance like native
Human,0.999747694,AI,HFOpenAI,No,Real TOEFL,Human,350,NA
Human,0.873687267,AI,OriginalityAI,No,Real TOEFL,Human,352,NA
AI,0.995532155,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,32,Plain
Human,0.75,AI,ZeroGPT,No,Real TOEFL,Human,215,NA
AI,0.915491581,AI,Quil,NA,Fake CS224N - GPT3,GPT3,672,Plain
AI,0.999999464,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,605,Plain
AI,0.9958,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,90,Simplify like non-native
Human,4.19E-08,Human,GPTZero,Yes,Real CS224N,Human,818,NA
AI,0.010957603,Human,HFOpenAI,NA,Fake College Essays - GPT3,GPT3,731,Plain
AI,0.000198543,Human,Quil,NA,Fake CS224N - GPT3,GPT3,688,Plain
AI,0.343390733,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,372,Enhance like native
AI,0.005666382,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,609,Elevate using technical
AI,0.25,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,653,Elevate using technical
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,536,Elevate using technical
AI,0.000223935,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,261,Enhance like native
AI,0.000176132,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,719,Elevate using technical
Human,0.000217855,Human,Quil,Yes,US 8th grade essay,Human,194,NA
AI,0.999694705,AI,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,189,Simplify like non-native
AI,0.968973188,AI,GPTZero,NA,Fake College Essays - GPT3,GPT3,71,Plain
Human,0.025439912,Human,HFOpenAI,No,Real TOEFL,Human,398,NA
AI,0.958348247,AI,GPTZero,NA,Fake College Essays - GPT3,GPT3,416,Plain
AI,0.000358758,Human,Crossplag,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,732,Elevate using literary
Human,0.00036478,Human,Quil,Yes,Real College Essays,Human,424,NA
Human,0.00071523,Human,Crossplag,Yes,US 8th grade essay,Human,158,NA
Human,0.002473227,Human,Sapling,Yes,Real College Essays,Human,240,NA
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,699,Elevate using technical
Human,0.000187952,Human,HFOpenAI,Yes,Real CS224N,Human,805,NA
AI,0.000100059,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,27,Plain
AI,0.963853538,AI,Quil,NA,Fake CS224N - GPT3,GPT3,41,Plain
AI,0.295055807,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,367,Enhance like native
Human,0.001426379,Human,Sapling,Yes,US 8th grade essay,Human,184,NA
Human,6.12E-07,Human,Sapling,Yes,US 8th grade essay,Human,151,NA
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,99,NA
AI,0.976515591,AI,Crossplag,NA,Fake CS224N - GPT3,GPT3,14,Plain
AI,0.125,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,911,Enhance like native
AI,0.054153841,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,564,Plain
AI,0.000508023,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,923,Enhance like native
AI,0.000207765,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,655,Elevate using technical
AI,0.000176907,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,340,Enhance like native
AI,0.822917505,AI,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,103,Simplify like non-native
AI,0.999988505,AI,Sapling,NA,Fake College Essays - GPT3,GPT3,65,Plain
Human,0.027466137,Human,HFOpenAI,No,Real TOEFL,Human,277,NA
AI,0.1233356,Human,Quil,NA,Fake CS224N - GPT3,GPT3,384,Plain
AI,1,AI,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,638,Plain
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,808,NA
AI,0.000182211,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,54,Elevate using technical
AI,0.930021942,AI,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,592,Elevate using technical
AI,0.94172323,AI,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,312,Enhance like native
AI,0.363512129,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,620,Plain
AI,0.998868552,AI,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,592,Elevate using technical
AI,0.000100059,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,589,Plain
AI,0.001364938,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,560,Elevate using technical
AI,0.887165174,AI,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,895,Enhance like native
AI,1.19E-05,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,614,Elevate using technical
Human,0.000199258,Human,Quil,Yes,US 8th grade essay,Human,174,NA
AI,0,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,491,Enhance like native
AI,0.999951486,AI,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,660,Elevate using technical
Human,0.000173785,Human,HFOpenAI,Yes,US 8th grade essay,Human,133,NA
AI,1.47E-05,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,590,Plain
Human,0.994839132,AI,OriginalityAI,No,Real TOEFL,Human,495,NA
Human,5.78E-05,Human,Sapling,No,Real TOEFL,Human,390,NA
Human,1,AI,ZeroGPT,No,Real TOEFL,Human,323,NA
Human,4.19E-08,Human,GPTZero,Yes,Real CS224N,Human,814,NA
Human,0.169371888,Human,Crossplag,Yes,Real CS224N,Human,794,NA
AI,0.000744279,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,600,Elevate using technical
Human,1.26E-05,Human,Sapling,Yes,Real College Essays,Human,915,NA
AI,0.002368038,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,469,Elevate using technical
Human,0.000175655,Human,Quil,Yes,US 8th grade essay,Human,133,NA
Human,0.000172993,Human,Crossplag,Yes,Real College Essays,Human,219,NA
AI,0.999999588,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,579,Plain
Human,0.002024575,Human,HFOpenAI,Yes,Real CS224N,Human,872,NA
Human,0.981921792,AI,HFOpenAI,No,Real TOEFL,Human,296,NA
AI,0.000423099,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,581,Elevate using technical
AI,0.999298573,AI,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,138,Simplify like non-native
AI,0.973030627,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,571,Plain
AI,0.75,AI,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,136,Simplify like non-native
Human,0.001470677,Human,Crossplag,Yes,Real CS224N,Human,822,NA
AI,7.15E-07,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,624,Elevate using technical
AI,0.000192332,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,581,Elevate using technical
AI,1.07E-06,Human,Sapling,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,420,Elevate using literary
AI,4.83E-07,Human,Sapling,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,381,Elevate using literary
AI,0.999998554,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,9,Plain
AI,1.94E-12,Human,GPTZero,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,3,Elevate using literary
AI,0.272623658,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,668,Elevate using technical
AI,0.999820411,AI,Quil,NA,US 8th grade essay - GPT simplify,GPT4,102,Simplify like non-native
Human,0.050118642,Human,Sapling,Yes,US 8th grade essay,Human,436,NA
Human,0.157114536,Human,HFOpenAI,Yes,Real College Essays,Human,466,NA
AI,0.000201293,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,500,Elevate using technical
AI,0.000100059,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,605,Plain
AI,0.000656477,Human,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,43,Simplify like non-native
Human,0.000100059,Human,GPTZero,Yes,Real CS224N,Human,859,NA
Human,0.046608917,Human,OriginalityAI,No,Real TOEFL,Human,546,NA
AI,1.07E-06,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,685,Elevate using technical
AI,0.000224366,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,279,Enhance like native
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,717,Elevate using technical
AI,0.000183006,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,599,Elevate using technical
Human,0.000367648,Human,Crossplag,Yes,Real CS224N,Human,759,NA
Human,0.006,Human,OriginalityAI,Yes,US 8th grade essay,Human,183,NA
AI,0.00206764,Human,HFOpenAI,NA,Fake College Essays - GPT3,GPT3,72,Plain
Human,0.000100059,Human,GPTZero,Yes,Real CS224N,Human,827,NA
AI,0.999999575,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,41,Plain
AI,0,Human,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,172,Simplify like non-native
AI,0.858001035,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,656,Plain
AI,0.000275184,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,506,Elevate using technical
Human,1.07E-10,Human,GPTZero,Yes,US 8th grade essay,Human,110,NA
AI,0.999344528,AI,Crossplag,NA,Fake CS224N - GPT3,GPT3,25,Plain
AI,0.990536032,AI,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,156,Simplify like non-native
AI,1,AI,ZeroGPT,NA,Fake College Essays - GPT3,GPT3,905,Plain
Human,0.166577041,Human,OriginalityAI,No,Real TOEFL,Human,70,NA
Human,0.011438821,Human,Sapling,No,Real TOEFL,Human,415,NA
Human,0.910342225,AI,GPTZero,No,Real TOEFL,Human,351,NA
Human,0.000308871,Human,Quil,Yes,Real College Essays,Human,926,NA
AI,0.000171658,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,477,Elevate using technical
AI,5.46E-07,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,428,Enhance like native
Human,2.28E-36,Human,GPTZero,Yes,US 8th grade essay,Human,111,NA
Human,3.00E-04,Human,OriginalityAI,Yes,US 8th grade essay,Human,445,NA
AI,0.999991951,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,663,Plain
AI,7.64E-07,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,454,Enhance like native
AI,0.00186882,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,642,Plain
AI,0.027528131,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,674,Elevate using technical
AI,7.30E-05,Human,OriginalityAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,918,Elevate using literary
Human,0.001612902,Human,Quil,No,Real TOEFL,Human,75,NA
AI,2.59E-13,Human,GPTZero,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,474,Elevate using literary
Human,1.39E-34,Human,GPTZero,Yes,US 8th grade essay,Human,210,NA
AI,0.954468966,AI,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,160,Simplify like non-native
AI,0.040241875,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,606,Elevate using technical
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,849,NA
Human,0.223934487,Human,OriginalityAI,Yes,Real CS224N,Human,819,NA
Human,0.000871045,Human,Crossplag,Yes,US 8th grade essay,Human,328,NA
AI,0.000187632,Human,Crossplag,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,61,Elevate using literary
Human,0.030897019,Human,OriginalityAI,Yes,Real College Essays,Human,917,NA
Human,0.000421168,Human,HFOpenAI,Yes,Real College Essays,Human,292,NA
AI,0.76168704,AI,Crossplag,NA,Fake CS224N - GPT3,GPT3,572,Plain
AI,0.137733638,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,699,Elevate using technical
AI,0.987669945,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,24,Plain
Human,0.999822319,AI,HFOpenAI,No,Real TOEFL,Human,242,NA
AI,0.004799514,Human,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,123,Simplify like non-native
AI,0.000250428,Human,Crossplag,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,918,Elevate using literary
AI,0.999674201,AI,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,39,Plain
AI,0.000758551,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,437,Elevate using technical
Human,0.861311734,AI,OriginalityAI,No,Real TOEFL,Human,453,NA
AI,1.47E-05,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,511,Elevate using technical
AI,0.645848751,AI,Quil,NA,US 8th grade essay - GPT simplify,GPT4,393,Simplify like non-native
AI,0.99999086,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,494,Plain
AI,0.035094023,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,724,Elevate using technical
AI,0.000173509,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,516,Elevate using technical
AI,0.000656477,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,694,Elevate using technical
AI,0.000236332,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,674,Elevate using technical
Human,0.941424608,AI,OriginalityAI,No,Real TOEFL,Human,545,NA
Human,0.151445547,Human,GPTZero,No,Real TOEFL,Human,246,NA
Human,0.875,AI,ZeroGPT,No,Real TOEFL,Human,62,NA
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,506,Elevate using technical
AI,0.000477391,Human,HFOpenAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,507,Elevate using literary
Human,0.005269813,Human,OriginalityAI,Yes,Real CS224N,Human,814,NA
AI,0.000175761,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,268,Enhance like native
AI,0.99494487,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,535,Plain
AI,0.999999579,AI,Sapling,NA,Fake College Essays - GPT3,GPT3,905,Plain
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,815,NA
AI,0.000189364,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,502,Elevate using technical
AI,0.896472216,AI,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,582,Elevate using technical
AI,0.375,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,687,Plain
Human,0.000197547,Human,HFOpenAI,Yes,Real College Essays,Human,898,NA
Human,0.071048461,Human,HFOpenAI,Yes,Real CS224N,Human,760,NA
AI,1,AI,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,106,Simplify like non-native
Human,0.000180889,Human,Crossplag,Yes,US 8th grade essay,Human,144,NA
AI,0.910247207,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,638,Plain
AI,0.9217,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,411,Simplify like non-native
AI,3.45E-14,Human,GPTZero,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,507,Elevate using literary
AI,1,AI,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,566,Plain
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,705,Elevate using technical
AI,0.000271802,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,376,Enhance like native
AI,0.000172073,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,512,Plain
AI,0.999805748,AI,Quil,NA,Fake CS224N - GPT3,GPT3,689,Plain
AI,0.375,Human,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,155,Simplify like non-native
AI,0.000450676,Human,Crossplag,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,68,Elevate using literary
AI,0.001670678,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,523,Elevate using technical
Human,7.31E-07,Human,Sapling,Yes,Real College Essays,Human,290,NA
Human,0.000170231,Human,Quil,Yes,Real College Essays,Human,224,NA
AI,0.992647767,AI,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,659,Plain
AI,0.001981996,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,404,Enhance like native
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,522,Plain
Human,5.78E-09,Human,GPTZero,Yes,Real CS224N,Human,799,NA
Human,1.47E-05,Human,GPTZero,Yes,Real CS224N,Human,775,NA
AI,0.000363708,Human,Quil,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,4,Elevate using literary
Human,3.33E-05,Human,Sapling,No,Real TOEFL,Human,76,NA
AI,0.999874024,AI,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,298,Enhance like native
Human,0.0002112,Human,HFOpenAI,Yes,Real CS224N,Human,753,NA
AI,0.620832384,AI,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,35,Plain
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,782,NA
AI,0.005810694,Human,Sapling,NA,Fake CS224N - GPT3,GPT3,384,Plain
AI,0.94536835,AI,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,675,Elevate using technical
AI,0,Human,ZeroGPT,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,42,Elevate using literary
AI,0.000324965,Human,Quil,NA,Fake College Essays - GPT3,GPT3,221,Plain
Human,0.000171358,Human,Crossplag,Yes,Real College Essays,Human,412,NA
AI,0.000526488,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,353,Enhance like native
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,479,Elevate using technical
AI,0.877889276,AI,Crossplag,NA,Fake CS224N - GPT3,GPT3,8,Plain
AI,0.999820411,AI,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,102,Simplify like non-native
AI,0.99948442,AI,Crossplag,NA,Fake College Essays - GPT3,GPT3,439,Plain
Human,0.000237286,Human,Crossplag,Yes,US 8th grade essay,Human,210,NA
